symbol	Name	Title	id	type	char_flags_txt	char_flags_txt_value	flags_txt	flags_txt_value	x	y	direction	shield	portrait	movetype	movemode	speed	int_speed	energy	energy_max	energy_med	rest	rest_count	timeout	combat_opponent	combat_str	combat_power	combat_limit	quest	quest_stage	quest1	quest2	quest3	quest4	shelter_State	shelter_X	shelter_Y	shelter_Dir	shelter_Num	shelter_Type	lstblk_x	lstblk_y	rank	army_race	army_size	army_lost	army_kill	army_flags	start_realm	start_land	sleep_time	wake_time	weapons	weapon_details	weapons_link	find_status	quest_type1	quest_type2	time	wait	flags_2_txt	flags_2_txt_value	purpose	reaction	allegiance	land	realm	qualities1_txt	qualities1_txt_value	qualities2_txt	qualities2_txt_value	xi	yi	lives	strength	armies
CH_SAMARA	Samara	Wildheart	112	character		0	+height+obstacle+female	32773	150	247	NORTH	shield_34	head_113	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dawn Fey	0	0	0	43690	Dawnwood	Carafel	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dawn Fey	0	0	+brave+passionate	32769		0	0	0	0	0	0
CH_HILGOR	Hilgor	the Meek	113	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_114	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Giant	0	0	0	43690	The Delve	Grorn	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Giant	0	0		0	+languid+unconvincing	67112960	0	0	0	0	0
CH_ZALNOR	Zalnor	Sourspleen	114	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_115	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Kith	0	0	0	43690	The Witherlands	Eomir	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Kith	0	0		0	+apathetic+easilytired	10240	0	0	0	0	0
CH_MELGRAN	Melgran	Dragonsword	115	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_116	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Arakai	0	0	0	43690	The Last Northing	Sharmark	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Arakai	0	0	+bold+modest	16392		0	0	0	0	0	0
CH_KHALAK	Khalak	the Blue	116	character		0	+height+obstacle	5	163	133	NORTH	shield_25	head_117	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Uskarg	65	0	0	43690	The Fallows	Arabar	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Uskarg	0	0	+gallant	131072	+tight-lipped+restless	1536	0	0	0	0	0
CH_BORAGRIM	Boragrim	Sharpaxe	117	character		0	+height+obstacle	5	55	220	NORTH	shield_57	head_118	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Deeping Dwarf	85	0	0	43690	The Deeping	Ildemar	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Deeping Dwarf	0	0	+generous+home-loving+gallant	132224		0	0	0	0	0	0
CH_MELKRITH	Melkrith	Nightshade	118	character		0	+height+obstacle	5	7	143	NORTH	shield_22	head_119	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	High Fey	60	0	0	43690	Wierdwood	Arelmar	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	High Fey	0	0		0	+treacherous+provocative+domineering	13107200	0	0	0	0	0
CH_OSCRUTH	Oscruth	Loosehead	119	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_120	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Uskarg	0	0	0	43690	The Fallows	Athrudan	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Uskarg	0	0		0	+cowardly+mad	33554433	0	0	0	0	0
CH_VOLGOR	Volgor	the Sure	120	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_121	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Long Dwarf	0	0	0	43690	The Long Mountains	Isilfrey	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Long Dwarf	0	0	+brave+kind	17		0	0	0	0	0	0
CH_TALMAR	Talmar	the Quiet	121	character		0	+height+obstacle	5	55	12	NORTH	shield_3	head_122	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Kith	80	0	0	43690	The Witherlands	Sareon	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Kith	0	0	+quick-witted+peaceable+patient	18874624		0	0	0	0	0	0
CH_OLOG	Olog	the Friendly	122	character		0	+height+obstacle	5	199	187	NORTH	shield_45	head_123	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Giant	70	0	0	43690	The Delve	Finrod	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Giant	0	0	+warm-hearted+gentle+eager	2144		0	0	0	0	0	0
CH_OLAGRUM	Olagrum	the Steady	123	character		0	+height+obstacle	5	208	199	NORTH	shield_55	head_124	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Giant	60	0	0	43690	The Delve	Corth	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Giant	0	0	+patient+level-headed	50331648	+passionless	32768	0	0	0	0	0
CH_HARUMBAR	Harumbar	the Unhappy	124	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_125	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dawn Fey	0	0	0	43690	Dawnwood	Romiel	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dawn Fey	0	0	+polite	4194304	+solitary	1048576	0	0	0	0	0
CH_THORGRAN	Thorgran	Wildsword	125	character		0	+height+obstacle	5	187	147	NORTH	shield_60	head_126	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Uskarg	80	0	0	43690	The Fallows	Cerrelm	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Uskarg	0	0	+tireless+passionate+gallant+a mighty warrior	1073913856		0	0	0	0	0	0
CH_ALUTHRIM	Aluthrim	the Bold	126	character		0	+height+obstacle	5	98	188	NORTH	shield_24	head_127	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Deeping Dwarf	90	0	0	43690	The Deeping	Dawn	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Deeping Dwarf	0	0	+bold+kind	24	+headstrong	65536	0	0	0	0	0
CH_ALARGRITH	Alargrith	Warhelm	127	character		0	+height+obstacle	5	61	159	NORTH	shield_13	head_128	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	High Fey	80	0	0	43690	Wierdwood	Aradel	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	High Fey	0	0	+loyal	524288	+cold_hearted+tight-lipped	544	0	0	0	0	0
CH_GOROLAN	Gorolan	the Benign	128	character		0	+height+obstacle	5	150	247	NORTH	shield_34	head_129	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Atheling	0	0	0	43690	The Lee	Cerevere	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Atheling	0	0	+patient	16777216	+sceptical	268435456	0	0	0	0	0
CH_ILVAR	Ilvar	the Penitent	129	character		0	+height+obstacle	5	77	93	NORTH	shield_12	head_130	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Atheling	70	0	0	43690	The Lee	Ceremelth	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Atheling	0	0	+reliable+persuasive+knowledgeable	201392128		0	0	0	0	0	0
CH_ARALETH	Araleth	the White	130	character	+recruit+knowledge+friendly+interest+control+location+watch	57419	+height+obstacle	5	8	12	NORTH	shield_2	head_131	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Free	105	0	0	43690	Midnight	Corelay	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Free	0	0	+passionate+gallant+charming	425984		0	0	0	0	0	0
CH_ARITHEL	Arithel	the Joybringer	131	character		0	+height+obstacle+female	32773	18	129	NORTH	shield_23	head_132	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	High Fey	70	0	0	43690	Wierdwood	Elinvar	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	High Fey	0	0	+charming+loyal+polite	4980736		0	0	0	0	0	0
CH_EMEDREL	Emedrel	of the Fire	132	character	+rescue	16	+height+obstacle+female	32773	145	220	NORTH	shield_39	head_133	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	High Fey	0	0	0	43690	Wierdwood	Merikith	1080	120	1	0	-1	0	-1	-1	0	0		0	BE_A_HOSTAGE	RETURN_HOME	High Fey	0	0	+passionate+patient+knowledgeable	151027712	+headstrong	65536	0	0	0	0	0
CH_ANDREMAR	Andremar	the Starborn	133	character		0	+height+obstacle	5	13	181	NORTH	shield_23	head_134	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	High Fey	80	0	0	43690	Wierdwood	Forever	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	High Fey	0	0	+brave+modest+loyal	540673		0	0	0	0	0	0
CH_GALDRETH	Galdreth	the Fair	134	character		0	+height+obstacle	5	48	176	NORTH	shield_53	head_135	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	High Fey	75	0	0	43690	Wierdwood	Golden	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	High Fey	0	0	+far-sighted+selfless+level-headed	33554438		0	0	0	0	0	0
CH_SAGRANA	Sagrana	Goldenwing	135	character	+rescue	16	+height+obstacle+female	32773	145	220	NORTH	shield_36	head_136	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dragonlord	0	0	0	43690	Arungor	Faragor	1380	420	1	0	-1	0	-1	-1	0	0		0	BE_A_HOSTAGE	RETURN_HOME	Dragonlord	0	0	+passionate+persuasive+knowledgeable	201359360		0	0	0	0	0	0
CH_ELINA	Elina	the Enchantress	136	character		0	+height+obstacle+female	32773	164	124	NORTH	shield_58	head_137	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Uskarg	80	0	0	43690	The Fallows	Alathor	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Uskarg	0	0	+passionate+persuasive+knowledgeable	201359360		0	0	0	0	0	0
CH_TARELLA	Tarella	the Intrepid	137	character		0	+height+obstacle+female	32773	150	247	NORTH	shield_34	head_138	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dragonlord	0	0	0	43690	Arungor	Cormir	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dragonlord	0	0	+talkative+hot-tempered	536871424		0	0	0	0	0	0
CH_ORAINA	Oraina	the Placid	138	character		0	+height+obstacle+female	32773	150	247	NORTH	shield_34	head_139	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Arakai	0	0	0	43690	The Last Northing	Galorbard	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Arakai	0	0	+gentle+submissive	8388672		0	0	0	0	0	0
CH_KARELDA	Karelda	the Carefree	139	character		0	+height+obstacle+female	32773	150	247	NORTH	shield_34	head_140	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Uskarg	0	0	0	43690	The Fallows	Erilmark	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Uskarg	0	0	+kind+gentle	80		0	0	0	0	0	0
CH_IMIREL	Imirel	Starblade	140	character		0	+height+obstacle+female	32773	150	247	NORTH	shield_34	head_141	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Deeping Dwarf	0	0	0	43690	The Deeping	Thunder	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Deeping Dwarf	0	0	+gallant+charming	393216		0	0	0	0	0	0
CH_YLANDA	Ylanda	the Wishful	141	character		0	+height+obstacle+female	32773	150	247	NORTH	shield_34	head_142	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	High Fey	0	0	0	43690	Wierdwood	Shimmering	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	High Fey	0	0		0	+selfish+apathetic	2052	0	0	0	0	0
CH_MORGRISSA	Morgrissa	Hammertongue	142	character		0	+height+obstacle+female	32773	205	227	NORTH	shield_37	head_143	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Giant	59	0	0	43690	The Delve	Thordrin	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Giant	0	0	+hot-tempered	536870912	+cruel+treacherous	524304	0	0	0	0	0
CH_TRANTANA	Trantana	the Grand	143	character		0	+height+obstacle+female	32773	150	247	NORTH	shield_34	head_144	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Atheling	0	0	0	43690	The Lee	Imildral	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Atheling	0	0	+modest	16384	+sceptical	268435456	0	0	0	0	0
CH_OGLISSA	Oglissa	the Rose	144	character		0	+height+obstacle+female	32773	195	214	NORTH	shield_61	head_145	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Giant	55	0	0	43690	The Delve	Othrym	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Giant	0	0	+selfless	4	+greedy+impatient	16777344	0	0	0	0	0
CH_MELINISSA	Melinissa	the Sweet	145	character	+rescue	16	+height+obstacle+female	32773	145	220	NORTH	shield_37	head_146	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Giant	0	0	0	43690	The Delve	Athruk	360	840	1	0	-1	0	-1	-1	0	0		0	BE_A_HOSTAGE	RETURN_HOME	Giant	0	0	+generous+energetic	4224	+repulsive	262144	0	0	0	0	0
CH_OLTHRUDA	Olthruda	the Bountiful	146	character	+rescue	16	+height+obstacle+female	32773	145	220	NORTH	shield_54	head_147	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Long Dwarf	0	0	0	43690	The Long Mountains	Farwain	1080	120	1	0	-1	0	-1	-1	0	0		0	BE_A_HOSTAGE	RETURN_HOME	Long Dwarf	0	0	+talkative+home-loving+eager	3584		0	0	0	0	0	0
CH_THALGRIMA	Thalgrima	the Betrothed	147	character	+rescue	16	+height+obstacle+female	32773	145	220	NORTH	shield_24	head_148	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Deeping Dwarf	0	0	0	43690	The Deeping	Zaragorn	1380	420	1	0	-1	0	-1	-1	0	0		0	BE_A_HOSTAGE	RETURN_HOME	Deeping Dwarf	0	0	+talkative+loyal+hot-tempered	537395712		0	0	0	0	0	0
CH_ELESSA	Elessa	of the Mists	148	character		0	+height+obstacle+female	32773	7	238	NORTH	shield_59	head_149	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Gelming	70	0	0	43690	The Gelm	Emergelm	660	1140	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Gelming	0	0	+selfless+generous+passionate	32900	+cautious	8	0	0	0	0	0
CH_ULENE	Ulene	Quietheart	149	character		0	+height+obstacle+female	32773	150	247	NORTH	shield_34	head_150	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Dragonlord	0	0	0	43690	Arungor	Rildroth	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Dragonlord	0	0	+warm-hearted+gentle	96		0	0	0	0	0	0
CH_SHERINAR	Sherinar	of Shadows	150	character		0	+height+obstacle+female	32773	59	100	NORTH	shield_44	head_151	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Eldrin	90	0	0	43690	Eldmark	Meranor	1080	120	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Eldrin	0	0	+passionate+polite	4227072	+headstrong	65536	0	0	0	0	0
CH_MIRITHEL	Mirithel	the Warm	151	character		0	+height+obstacle+female	32773	150	247	NORTH	shield_34	head_152	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Arakai	0	0	0	43690	The Last Northing	Orcar	1380	420	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Arakai	0	0	+warm-hearted+gentle	96		0	0	0	0	0	0
CH_KIRANDA	Kiranda	the Wild	152	character	+rescue	16	+height+obstacle+female	32773	145	220	NORTH	shield_43	head_153	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Arakai	0	0	0	43690	The Last Northing	Erefar	660	1140	1	0	-1	0	-1	-1	0	0		0	BE_A_HOSTAGE	RETURN_HOME	Arakai	0	0	+bold+eager+passionate	34824	+reckless+restless+headstrong+impatient	16843778	0	0	0	0	0
CH_GALAHAR	Galahar	the Calm	153	character		0	+height+obstacle	5	47	71	NORTH	shield_11	head_154	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	Golden Fey	195	0	0	43690	Glimormir	Immiel	360	840	1	0	-1	0	-1	-1	0	0		0	DEFEND_HOMELAND	RETURN_HOME	Golden Fey	0	0	+selfless+kind+level-headed	33554452		0	0	0	0	0	0
CH_MORKIN	Morkin	Prince	154	character	+dead	4	+height+obstacle	5	145	220	NORTH	shield_32	head_58	0	-1	0	3	1440	1440	960	720	0	0	0	1024	128	128	REST	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	Free	0	0	0	43690	Midnight	Corelay	660	1140	1	0	-1	0	-1	-1	0	0	+no_process	32	DEFEND_HOMELAND	RETURN_HOME		0	0	+bold+tireless+reliable+gallant	204808		0	0	0	0	0	0
